CustomerID,TotalOrders,TotalRevenue,AvgRevenue
C01895,40,116083.444470683,2902.08611176708
C01896,63,105125.428626906,1668.65759725248
C01897,54,129314.233267343,2394.70802346932
C01898,40,97574.8031129418,2439.37007782355
C01899,49,100599.628458538,2053.05364201099
C01900,46,109001.237043646,2369.59210964447
C01901,55,137862.433228391,2506.58969506165
C01902,47,97147.0900614868,2066.95936301036
C01903,55,117415.995138184,2134.8362752397
C01904,58,157125.572731541,2709.06159881968
C01905,59,128169.430749458,2172.36323304166
C01906,43,122139.001837888,2840.44190320669
C01907,60,157203.044442642,2620.0507407107
C01908,39,85570.3892516576,2194.1125449143
C01909,52,105911.152499656,2036.7529326857
C01910,55,123360.956694727,2242.92648535867
C01911,55,115216.532716714,2094.84604939479
C01912,62,123548.54047533,1992.71839476338
C01913,47,106860.75712158,2273.63313024638
C01914,40,76582.0385114703,1914.55096278676
C01915,47,126851.346783043,2698.96482517112
C01916,45,93632.5688821637,2080.72375293697
C01917,40,84591.4979885207,2114.78744971302
C01918,47,113181.344837141,2408.11371993917
C01919,48,135263.362995747,2817.98672907806
C01920,58,125811.292030881,2169.16020742898
C01921,67,143471.605134449,2141.36724081267
C01922,62,169348.790449664,2731.43210402684
C01923,54,104865.316064999,1941.95029749998
C01924,64,156893.454961498,2451.4602337734
C01925,57,161048.056289878,2825.40449631365
C01926,53,134468.610853442,2537.14360100834
C01927,52,119679.378894966,2301.52651721089
C01928,52,117830.248526505,2265.9663178174
C01929,42,71061.0525524073,1691.92982267636
C01930,52,91253.3061477412,1754.87127207195
C01931,61,129230.328587146,2118.52997683845
C01932,48,96527.8190196088,2010.99622957518
C01933,44,132518.526340503,3011.78468955689
C01934,53,135496.108931127,2556.53035719107
C01935,64,166399.416322979,2599.99088004654
C01936,45,80276.2920190032,1783.91760042229
C01937,47,93764.943908085,1994.998806555
C01938,42,107157.890670648,2551.37834930113
C01939,54,153675.310293781,2845.83907951447
C01940,46,95118.987753139,2067.80408158998
C01941,52,120542.997118367,2318.13455996859
C01942,67,143647.033481646,2143.98557435292
C01943,52,133696.576108092,2571.0880020787
C01944,53,125831.978314646,2374.18827008766
C01945,47,111831.625393148,2379.39628496059
C01946,47,116942.124882333,2488.13031664537
C01947,49,105074.088878582,2144.36916078739
C01948,47,133865.052374603,2848.19260371495
C01949,38,79234.1712920037,2085.1097708422
C01950,56,105741.2517874,1888.23663906072
C01951,54,137358.855660544,2543.68251223229
C01952,55,98793.862609235,1796.25204744064
C01953,61,151375.908944927,2481.57227778568
C01954,55,97089.9810109368,1765.27238201703
C01955,48,120103.144916343,2502.14885242382
C01956,49,96017.7030039361,1959.544959264
C01957,56,116842.386802629,2086.4711929041
C01958,53,112377.74920985,2120.33489075188
C01959,56,131953.270253239,2356.30839737927
C01960,52,120984.061237859,2326.61656226651
C01961,50,136512.522726461,2730.25045452922
C01962,42,109354.681768069,2603.68289923975
C01963,52,142374.577131787,2737.97263714976
C01964,60,128452.085686009,2140.86809476681
C01965,57,117299.161640797,2057.88002878592
C01966,58,161890.76978201,2791.22016865535
C01967,38,73563.8041157393,1935.88958199314
C01968,47,112503.085394296,2393.68266796375
C01969,37,82207.9753791779,2221.83717241021
C01970,51,106068.21594902,2079.76894017686
C01971,41,98676.9254509077,2406.75427929043
C01972,55,149560.65513861,2719.28463888381
C01973,52,152536.770313909,2933.39942911364
C01974,42,131059.969780369,3120.47547096116
C01975,35,107871.512667748,3082.04321907852
C01976,50,92389.0067992365,1847.78013598473
C01977,62,114245.694385397,1842.67249008704
C01978,46,88825.2121472964,1930.98287276731
C01979,45,89539.562511964,1989.76805582142
C01980,47,116742.346733527,2483.87971773463
C01981,44,138368.623129602,3144.74143476369
C01982,44,85821.1727079404,1950.48119790774
C01983,46,122159.698982109,2655.64563004585
C01984,45,114348.100053427,2541.06889007616
C01985,45,67692.5566464988,1504.27903658886
C01986,52,114329.569700348,2198.64557116053
C01987,50,110915.446305932,2218.30892611864
C01988,46,101878.097807511,2214.74125668502
C01989,52,101678.501096973,1955.35579032641
C01990,53,110788.404657052,2090.34725768023
C01991,49,88792.0391046065,1812.08243070625
C01992,37,84679.8647127627,2288.64499223683
C01993,53,102398.373173063,1932.04477685024
C01994,46,66920.2119262978,1454.78721578908
C01995,54,157737.065644433,2921.05677119321
C01996,43,99395.2267732127,2311.51690170262
C01997,72,182860.629062789,2539.73095920541
C01998,54,101882.363271378,1886.71043095145
C01999,45,79016.5924868002,1755.92427748445
C02000,45,97137.0175379462,2158.60038973214
C02001,52,150009.818858581,2884.80420881886
C02002,49,134463.215114158,2744.14724722771
C02003,51,108615.740850937,2129.72040884191
C02004,56,136944.037377196,2445.4292388785
C02005,52,117268.24359373,2255.15853064865
C02006,45,86368.992250099,1919.31093889109
C02007,41,72690.0087474718,1772.92704262126
C02008,43,110473.975811401,2569.16222817211
C02009,44,83988.3591100991,1908.82634341134
C02010,48,96874.6556264222,2018.22199221713
C02011,44,98459.9230656619,2237.72552421959
C02012,44,78584.0704435766,1786.00160099038
C02013,60,109347.174263238,1822.45290438731
C02014,45,118915.82273125,2642.57383847223
C02015,42,72546.7738389364,1727.3041390223
C02016,49,135538.891125459,2766.09981888692
C02017,61,133346.475151464,2186.00778936826
C02018,49,154643.419434343,3155.98815172129
C02019,43,149446.373122409,3475.49704935835
C02020,32,70575.2942830661,2205.47794634582
C02021,62,158640.968715459,2558.72530186225
C02022,62,144460.214409142,2330.00345821197
C02023,45,124982.603012406,2777.39117805348
C02024,54,157547.790095799,2917.55166844071
C02025,50,146521.84786084,2930.43695721679
C02026,47,107461.128741294,2286.40699449562
C02027,43,110464.112364585,2568.93284568802
C02028,61,171857.735801784,2817.33993117679
C02029,58,143788.536483577,2479.11269799271
C02030,44,93274.0875911796,2119.86562707226
C02031,45,113343.213419288,2518.73807598417
C02032,48,136147.388186308,2836.40392054808
C02033,52,80845.8425810841,1554.72774194393
C02034,58,144340.605982172,2488.63113762366
C02035,45,110857.758649598,2463.50574776884
C02036,39,100410.026733209,2574.61607008228
C02037,51,88904.808583455,1743.23154085206
C02038,48,130244.937642452,2713.43620088442
C02039,51,109577.817519285,2148.58465724087
C02040,40,125374.122254787,3134.35305636967
C02041,51,103948.171887582,2038.19944877613
C02042,53,110834.677252567,2091.22032552014
C02043,41,96480.8940021367,2353.19253663748
C02044,62,146209.144662725,2358.21201068912
C02045,49,110888.589478609,2263.03243833897
C02046,58,139045.678875317,2397.33929095373
C02047,50,94059.4239160596,1881.18847832119
C02048,49,94208.8716914931,1922.63003452027
C02049,60,138220.957311385,2303.68262185642
C02050,54,86831.9159920072,1607.99844429643
C02051,30,69202.6853726119,2306.75617908706
C02052,52,117021.494719753,2250.41335999525
C02053,45,108224.282584864,2404.98405744142
C02054,47,97948.6773036856,2084.01441071672
C02055,52,112066.96255268,2155.13389524384
C02056,44,97700.3160311015,2220.46172797958
C02057,44,81159.3535431261,1844.53076234377
C02058,52,152381.145434695,2930.40664297491
C02059,61,123716.830540909,2028.14476296572
C02060,46,66251.7297952414,1440.25499554873
C02061,52,136902.988837397,2632.74978533455
C02062,62,163032.226673951,2629.55204312824
C02063,53,77692.6421866591,1465.89890918225
C02064,46,100903.498614214,2193.5543177003
C02065,35,77802.5190513078,2222.92911575165
C02066,52,125789.459546689,2419.02806820555
C02067,48,128533.348971012,2677.77810356276
C02068,46,108726.320303512,2363.615658772
C02069,48,88006.8991824881,1833.47706630184
C02070,38,138699.979219704,3649.99945315011
C02071,49,84672.5645193404,1728.01152080287
C02072,34,93618.8412897607,2753.49533205178
C02073,43,90665.820446024,2108.50745223312
C02074,56,144092.119101809,2573.07355538944
C02075,46,137286.459312548,2984.48824592495
C02076,42,86659.0823977251,2063.31148566012
C02077,44,92995.8830828756,2113.54279733808
C02078,57,96808.5090953659,1698.39489640993
C02079,56,106943.381461895,1909.70324039098
C02080,59,167062.748779318,2831.57201320878
C02081,49,95635.3868730284,1951.74258924548
C02082,57,112800.91770954,1978.96346858843
C02083,48,121133.677437821,2523.6182799546
C02084,51,93809.0997723084,1839.39411318252
C02085,52,155645.641779148,2993.18541882977
C02086,40,75171.598735281,1879.28996838203
C02087,47,106383.231314058,2263.47300668209
C02088,57,130448.02199006,2288.5617892993
C02089,51,88750.382112092,1740.20357082533
C02090,57,138897.995265632,2436.80693448478
C02091,50,85602.9386955079,1712.05877391016
C02092,48,136057.422930129,2834.52964437769
C02093,52,121442.912357537,2335.44062226032
C02094,45,141946.960802449,3154.37690672109
C02095,35,69759.6367278427,1993.13247793836
C02096,35,85518.2648443678,2443.37899555336
C02097,52,165163.43006262,3176.21980889653
C02098,34,89074.0114412581,2619.82386591935
C02099,46,102668.396773828,2231.92166899627
C02100,53,148950.758267091,2810.39166541681
C02101,61,123517.649222889,2024.8794954572
C02102,49,113883.553312694,2324.15414923866
C02103,72,156913.606315533,2179.35564327129
C02104,50,104775.862226649,2095.51724453299
C02105,53,111385.729431483,2101.61753644308
C02106,53,103186.096714943,1946.90748518761
C02107,54,139163.085023423,2577.09416710043
C02108,56,85508.8238337382,1526.94328274532
C02109,51,87967.7036024267,1724.85693338092
C02110,41,85758.2721608594,2091.66517465511
C02111,40,150663.447047551,3766.58617618877
C02112,58,118152.872458532,2037.11849066434
C02113,57,152760.394700664,2680.00692457305
C02114,55,154878.944560404,2815.98081018916
C02115,59,154395.55534003,2616.87381932255
C02116,41,99449.7220006967,2425.60297562675
C02117,63,169136.493352447,2684.70624368964
C02118,47,91145.4042351981,1939.26391989783
C02119,50,112143.468990938,2242.86937981877
C02120,60,104963.570940527,1749.39284900879
C02121,55,96427.1764093632,1753.22138926115
C02122,58,133292.303541597,2298.1431645103
C02123,44,111430.46021007,2532.51045931976
C02124,54,143619.559032873,2659.62146357172
C02125,49,129419.205744009,2641.20828048997
C02126,47,92024.8741967871,1957.97604674015
C02127,57,147758.202298663,2592.24916313445
C02128,45,99564.3104028827,2212.54023117517
C02129,51,103467.232944707,2028.76927342563
C02130,41,85353.0071875716,2081.7806631115
C02131,45,68569.2115828063,1523.7602573957
C02132,52,94613.3388180309,1819.48728496213
C02133,46,78180.2349802309,1699.57032565719
C02134,51,124557.816984657,2442.31013695406
C02135,52,140200.115457005,2696.15606648086
C02136,49,82745.402112432,1688.68167576392
C02137,44,106341.166379198,2416.84469043632
C02138,43,109811.634435502,2553.75894036051
C02139,61,138574.146649533,2271.7073221235
C02140,57,113670.279478243,1994.21542944286
C02141,48,84874.2642630871,1768.21383881431
C02142,64,138328.201281016,2161.37814501587
C02143,49,110418.374259733,2253.4362093823
C02144,46,140518.43997083,3054.74869501805
C02145,43,101894.265499547,2369.63408138482
C02146,49,94638.7238056275,1931.40252664546
C02147,45,117965.368003001,2621.45262228892
C02148,55,135653.265854084,2466.4230155288
C02149,53,140635.259114247,2653.49545498579
C02150,48,106035.845516909,2209.08011493561
C02151,66,179105.980183638,2713.72697247936
C02152,51,125398.744223456,2458.79890634227
C02153,47,121153.212477461,2577.72792505236
C02154,33,64381.7901493515,1950.96333785914
C02155,46,87753.9882229547,1907.69539615119
C02156,59,143468.384001255,2431.667525445
C02157,55,127109.988887047,2311.09070703722
C02158,57,114685.945250372,2012.03412719951
C02159,42,63661.762863499,1515.75625865474
C02160,65,117137.947032659,1802.1222620409
C02161,56,107399.895357337,1917.85527423815
C02162,47,118015.602845502,2510.97027330856
C02163,44,97380.6095783507,2213.19567223524
C02164,51,89973.5074058049,1764.18641972166
C02165,44,104508.086935923,2375.18379399825
C02166,43,82334.0842717817,1914.74614585539
C02167,47,99251.8174361252,2111.7407965133
C02168,44,84528.8999207803,1921.11136183592
C02169,53,86770.9120285857,1637.18701940728
C02170,48,98759.9188382349,2057.49830912989
C02171,64,158600.706446073,2478.13603821989
C02172,51,118366.383909951,2320.90948843042
C02173,48,118107.537500021,2460.5736979171
C02174,53,114586.082106494,2162.00154917912
C02175,50,128060.403829453,2561.20807658906
C02176,58,175388.247094645,3023.93529473526
C02177,59,100712.033912952,1706.98362564326
C02178,56,135335.919981679,2416.71285681571
C02179,46,91816.502477007,1996.0109234132
C02180,36,76487.8157871918,2124.66154964422
C02181,42,72673.7243574378,1730.32677041519
C02182,58,123325.213228722,2126.29677980556
C02183,54,129074.269132915,2390.26424320212
C02184,62,164793.148569057,2657.95400917834
C02185,44,103176.46152103,2344.9195800234
C02186,47,110731.27679852,2355.98461273447
C02187,57,108591.869244262,1905.12051305723
C02188,40,114122.969645231,2853.07424113077
C02189,49,89855.4221079237,1833.78412465151
C02190,56,107394.116728949,1917.75208444552
C02191,51,117361.641761076,2301.20866198189
C02192,69,142184.881612082,2060.65045814612
C02193,48,101806.41357099,2120.96694939562
C02194,37,97425.2571789223,2633.11505888979
C02195,46,92226.0141797677,2004.91335173408
C02196,53,128608.762733527,2426.58042893447
C02197,63,146039.394305833,2318.08562390211
C02198,46,84144.2267568404,1829.22232080088
C02199,47,100771.29929154,2144.07019769234
C02200,48,106585.521726145,2220.53170262802
C02201,46,120185.211488436,2612.72198887905
C02202,49,114255.420495028,2331.74327540873
C02203,52,139404.048697555,2680.84709033759
C02204,61,154660.502411444,2535.41807231875
C02205,40,100625.059100497,2515.62647751243
C02206,50,123837.956575721,2476.75913151442
C02207,67,157132.017587867,2345.25399384876
C02208,40,68926.7443397673,1723.16860849418
C02209,46,97808.4474155811,2126.27059599089
C02210,48,143149.34052358,2982.27792757458
C02211,55,141453.743464849,2571.88624481544
C02212,50,96668.3858431036,1933.36771686207
C02213,54,84524.8785522807,1565.27552874594
C02214,42,98209.8045323663,2338.32867934205
C02215,52,123012.701249025,2365.62887017356
C02216,49,116665.323701464,2380.92497349926
C02217,51,91436.7082472516,1792.87663229905
C02218,54,131188.373823852,2429.41433007134
C02219,56,105685.559425097,1887.24213259102
C02220,60,113340.395709405,1889.00659515676
C02221,52,121943.934775678,2345.07566876305
C02222,40,121199.910274712,3029.99775686779
C02223,45,91763.8943980974,2039.19765329105
C02224,58,147829.366101892,2548.78217417056
C02225,48,126017.196032286,2625.35825067262
C02226,51,121571.493628258,2383.75477702467
C02227,54,116194.992929889,2151.75912833127
C02228,54,118105.258129071,2187.1344097976
C02229,47,85671.7745654288,1822.80371415806
C02230,48,112997.430525222,2354.11313594212
C02231,54,89686.1254904182,1660.85417574848
C02232,58,130599.563483964,2251.71661179249
C02233,44,108296.443658233,2461.28281041439
C02234,53,121808.473211351,2298.27307945945
C02235,47,110141.289808063,2343.43169804389
C02236,53,140165.823328115,2644.63817600217
C02237,48,99539.799076847,2073.74581410098
C02238,50,168484.545414332,3369.69090828663
C02239,54,119865.834017704,2219.73766699451
C02240,45,84875.584903879,1886.12410897509
C02241,49,129017.950260367,2633.01939306871
C02242,53,86487.4676273401,1631.8390118366
C02243,53,138197.555564051,2607.50104837831
C02244,54,105132.399041825,1946.89627855231
C02245,52,63228.0133326481,1215.92333332016
C02246,62,179345.703398639,2892.67263546192
C02247,53,76093.3279635331,1435.72316912327
C02248,48,100574.779500585,2095.3079062622
C02249,37,134054.629856294,3623.09810422416
C02250,49,118278.52274272,2413.84740291265
C02251,50,91690.4388750732,1833.80877750146
C02252,56,121164.172629011,2163.64593980378
C02253,53,91541.7900681184,1727.20358619091
C02254,52,128619.18566274,2473.44587812962
C02255,54,138023.044862254,2555.98231226397
C02256,58,118346.174308631,2040.4512811833
C02257,56,103800.514954225,1853.58062418259
C02258,51,120977.691173596,2372.11159163913
C02259,47,138458.803690019,2945.93199340467
C02260,58,148577.190360525,2561.67569587111
C02261,52,106610.839088791,2050.2084440152
C02262,46,91955.7619803014,1999.0383039196
C02263,44,121226.385262225,2755.14511959603
C02264,62,116654.960256893,1881.53161704666
C02265,69,127757.563995665,1851.5588984879
C02266,42,77266.4498413367,1839.67737717468
C02267,47,163875.426509468,3486.7112023291
C02268,60,139987.446172803,2333.12410288005
C02269,57,114383.646347396,2006.73063767362
C02270,50,130367.58102903,2607.35162058059
C02271,61,172067.992388692,2820.78676047037
C02272,59,149156.606881107,2528.07808273063
C02273,58,176310.669763958,3039.83913386134
C02274,58,168865.09140347,2911.46709316327
C02275,54,121455.168499323,2249.16978702451
C02276,47,109446.921213535,2328.65789816032
C02277,37,81092.868824793,2191.69915742684
C02278,37,70488.7476284536,1905.1012872555
C02279,49,75226.4805896742,1535.23429774845
C02280,35,56542.0685359505,1615.48767245573
C02281,45,90052.6334511344,2001.16963224743
C02282,50,133392.835759365,2667.8567151873
C02283,46,96754.3541979527,2103.35552604245
C02284,39,84869.4091571819,2176.138696338
C02285,63,181602.161797813,2882.57399679068
C02286,36,93416.8954446106,2594.91376235029
C02287,40,79717.6451585374,1992.94112896343
C02288,58,131947.114309556,2274.95024671648
C02289,44,85246.9661854309,1937.43104966888
C02290,58,111978.473300185,1930.66333276181
C02291,44,151021.585650058,3432.30876477406
C02292,51,148424.657349565,2910.28739901108
C02293,53,143130.589648468,2700.57716317865
C02294,49,113590.867985801,2318.18097930206
C02295,46,75197.2957920486,1634.72382156627
C02296,60,114031.555834975,1900.52593058291
C02297,47,89765.5006994241,1909.90427020051
C02298,36,69503.5582132637,1930.65439481288
C02299,48,77469.8440358405,1613.95508408001
C02300,51,122556.605774601,2403.07070146277
C02301,58,133507.577933612,2301.85479195883
C02302,51,123159.338986822,2414.88899974161
C02303,49,109807.638211456,2240.97220839706
C02304,48,77400.6690208783,1612.51393793496
C02305,65,157134.683756755,2417.45667318085
C02306,52,107725.635536754,2071.64683724528
C02307,51,81190.586911539,1591.97229238312
C02308,47,83582.1662595728,1778.34396296963
C02309,48,112265.880127307,2338.87250265222
C02310,48,100545.16063982,2094.69084666291
C02311,46,113128.687516142,2459.31929382918
C02312,51,104353.0988634,2046.1391934
C02313,43,103984.121584235,2418.23538567988
C02314,46,94030.8264558318,2044.14840121373
C02315,61,121883.525279109,1998.09057834605
C02316,50,86155.3699090888,1723.10739818178
C02317,42,125880.519245704,2997.15522013581
C02318,43,112300.429391191,2611.6378928184
C02319,62,154002.057271975,2483.90414954798
C02320,57,136618.066566178,2396.80818537154
C02321,35,94916.3595728543,2711.89598779584
C02322,51,148375.334141948,2909.3202772931
C02323,61,130487.837910019,2139.14488377081
C02324,48,104049.305626235,2167.69386721323
C02325,53,98175.0603573692,1852.35962938432
C02326,54,120699.920962635,2235.18372153029
C02327,48,120715.015092589,2514.89614776228
C02328,51,140299.153444647,2750.9637930323
C02329,58,113939.175825955,1964.46854872337
C02330,54,117951.783904875,2184.29229453473
C02331,44,114962.971033487,2612.79479621561
C02332,46,108430.497129328,2357.18472020278
C02333,48,103652.67374668,2159.43070305584
C02334,41,58252.4651961551,1420.79183405256
C02335,54,102298.649472086,1894.41943466827
C02336,50,128948.512698053,2578.97025396105
C02337,50,113288.937238262,2265.77874476524
C02338,54,134315.354935929,2487.32138770238
C02339,46,97203.4689745866,2113.11889075188
C02340,49,144474.612386904,2948.46147728375
C02341,47,78035.3282042998,1660.32613200638
C02342,48,103301.175288798,2152.10781851662
C02343,45,133627.884097458,2969.50853549906
C02344,50,136248.550919137,2724.97101838274
C02345,49,133764.329596983,2729.88427748944
C02346,42,93881.9083010096,2235.28353097642
C02347,46,88145.5299018679,1916.20717177974
C02348,51,116422.981987058,2282.80356837369
C02349,54,148895.319221419,2757.32072632258
C02350,51,128190.981045978,2513.54864796035
C02351,53,112100.483310193,2115.1034586829
C02352,59,125155.530049392,2121.28017032868
C02353,43,86951.5731717365,2022.12960864504
C02354,52,86057.9984675597,1654.96150899153
C02355,40,92350.3573269937,2308.75893317484
C02356,55,117892.271725622,2143.49584955677
C02357,41,98308.6804746456,2397.77269450355
C02358,49,130543.122636399,2664.14535992652
C02359,39,101864.797062574,2611.91787339934
C02360,36,108275.412556373,3007.65034878814
C02361,65,118558.089056134,1823.97060086361
C02362,42,89161.467306126,2122.89207871729
C02363,65,129246.613272491,1988.40943496141
C02364,58,148522.820609867,2560.73828637701
C02365,47,88710.2929333148,1887.45304113436
C02366,64,147620.176159052,2306.56525248518
C02367,51,126095.984366535,2472.47028169677
C02368,38,65774.6622132834,1730.91216350746
C02369,58,136308.45329489,2350.14574646362
C02370,36,76809.6342444491,2133.6009512347
C02371,54,144416.77770848,2674.38477237926
C02372,50,108152.563568086,2163.05127136172
C02373,57,103261.920441651,1811.61263932722
C02374,33,79435.7320580614,2407.14339569883
C02375,55,126066.796586992,2292.12357430894
C02376,50,148736.165598381,2974.72331196763
C02377,40,113015.577435533,2825.38943588833
C02378,56,123787.606628765,2210.49297551366
C02379,46,90459.0736350536,1966.50160076203
C02380,61,130230.627880112,2134.92832590348
C02381,62,153094.495719152,2469.26605998632
C02382,51,123975.835669759,2430.89873862273
C02383,50,108827.189183807,2176.54378367613
C02384,45,129852.83525621,2885.6185612491
C02385,47,126728.847566762,2696.35845886727
C02386,62,146824.333319034,2368.13440837151
C02387,51,127184.534009226,2493.81439233776
C02388,42,66149.295760646,1574.98323239633
C02389,63,121883.729204671,1934.6623683281
C02390,59,153458.230416786,2600.9869562167
C02391,53,93067.7014267789,1755.994366543
C02392,61,114536.919644583,1877.654420403
C02393,47,100496.439155162,2138.22210968431
C02394,36,88356.5076182959,2454.34743384155
C02395,60,118037.934895448,1967.29891492414
C02396,56,128355.459299655,2292.06177320812
C02397,58,146609.617103216,2527.75201902097
C02398,63,163768.45084648,2599.49921978539
C02399,65,138913.942714151,2137.13758021771
C02400,61,152272.543884112,2496.27121121496
C02401,45,99843.9419862567,2218.75426636126
C02402,44,128809.010770448,2927.47751751018
C02403,55,103078.729825867,1874.15872410668
C02404,46,108947.303322202,2368.41963743918
C02405,52,125213.172703846,2407.94562892012
C02406,51,126186.495017249,2474.24500033822
C02407,44,140894.721116331,3202.15275264388
C02408,40,76584.4482366048,1914.61120591512
C02409,45,134454.775410513,2987.88389801139
C02410,52,142835.047107213,2746.82782898487
C02411,44,126639.0875288,2878.1610802
C02412,57,138007.114255975,2421.17744308728
C02413,46,66407.5060482368,1443.64143583124
C02414,43,80358.3036971114,1868.79776039794
C02415,59,140641.163027443,2383.74852588886
C02416,38,104769.348926516,2757.08812964516
C02417,54,110994.54013203,2055.45444688944
C02418,49,124620.138820446,2543.26813919278
C02419,50,97977.0872393518,1959.54174478704
C02420,51,113401.710527267,2223.56295151505
C02421,59,147836.286572854,2505.69977242126
C02422,49,136173.464789633,2779.05030182924
C02423,45,81088.7392919337,1801.97198426519
C02424,55,109140.961267126,1984.38111394774
C02425,50,115946.828413681,2318.93656827362
C02426,45,100636.495196828,2236.36655992952
C02427,54,151663.619440989,2808.5855452035
C02428,56,152220.852190807,2718.22950340726
C02429,50,111639.886584596,2232.79773169192
C02430,47,104163.40081943,2216.24257062617
C02431,61,168717.155006674,2765.85500010941
C02432,58,145907.902438951,2515.65349032674
C02433,46,106605.328051723,2317.5071315592
C02434,54,103744.163446585,1921.18821197379
C02435,56,118485.069244262,2115.80480793325
C02436,59,133628.109291118,2264.88320832403
C02437,65,136120.878835814,2094.16736670483
C02438,44,97051.3189592255,2205.71179452785
C02439,49,106621.291899312,2175.94473263902
C02440,44,101797.868643562,2313.58792371731
C02441,49,133625.45476711,2727.05009728797
C02442,34,68505.0364943168,2014.85401453873
C02443,48,116954.869468174,2436.55978058696
C02444,48,118867.721908894,2476.41087310196
C02445,46,78909.449531567,1715.42281590363
C02446,58,141407.538699718,2438.0610120641
C02447,61,161499.795619664,2647.53763310925
C02448,53,85619.131129404,1615.45530432838
C02449,49,105735.036177958,2157.85788118281
C02450,49,72550.3088388274,1480.61854773117
C02451,47,135679.036607546,2886.78801292651
C02452,49,129465.80765828,2642.15933996489
C02453,57,158609.752307489,2782.62723346472
C02454,36,86270.8678347614,2396.41299541004
C02455,52,138680.293093075,2666.92871332836
C02456,52,113545.422805249,2183.56582317787
C02457,52,125158.518934664,2406.89459489739
C02458,54,145913.486347445,2702.10159902676
C02459,51,96695.9470480324,1895.99896172613
C02460,44,122999.714986088,2795.44806786564
C02461,52,122957.948862977,2364.57593967264
C02462,53,110626.434019391,2087.29120791304
C02463,49,104342.584026546,2129.44049033767
C02464,47,115269.578067252,2452.54421419685
C02465,58,122546.602606934,2112.87245874024
C02466,46,123130.159975416,2676.74260816122
C02467,51,118950.51756056,2332.36308942274
C02468,53,111232.084807436,2098.71858127238
C02469,37,87700.8496145058,2370.29323282448
C02470,58,124702.148346828,2150.03704046255
C02471,47,112059.298628332,2384.2403963475
C02472,51,118633.856748197,2326.15405388621
C02473,56,103515.875498636,1848.49777676136
C02474,51,151055.898723803,2961.8803671334
C02475,57,127062.733318547,2229.17075997452
C02476,62,152046.740216029,2452.36677767789
C02477,48,119282.656354513,2485.05534071902
C02478,51,141446.294797825,2773.45676074167
C02479,36,65970.1157919402,1832.50321644278
C02480,43,104151.226480484,2422.12154605776
C02481,39,69326.4240611569,1777.60061695274
C02482,43,91872.7343987304,2136.57521857513
C02483,33,78553.2643582882,2380.40195025116
C02484,51,81427.8179845491,1596.62388204998
C02485,62,88998.7727989178,1435.4640774019
C02486,41,80087.3813606758,1953.35076489453
C02487,44,98854.5963933458,2246.69537257604
C02488,42,115820.61104661,2757.63359634785
C02489,51,118427.104409518,2322.10008646114
C02490,47,109029.417368608,2319.77483762996
C02491,69,193221.808296596,2800.31606226951
C02492,54,131151.49552289,2428.73139857203
C02493,53,105423.007330699,1989.11334586224
C02494,50,121899.512202242,2437.99024404483
C02495,41,90169.9559740417,2199.26721887907
C02496,59,149967.407471214,2541.8204656138
C02497,50,121643.858116638,2432.87716233276
C02498,32,62674.1060044871,1958.56581264022
C02499,58,84401.7749498421,1455.20301637659
C02500,45,105415.841467399,2342.57425483108
C02501,44,102334.36448017,2325.78101091296
C02502,52,130898.337208175,2517.27571554182
C02503,42,104128.597561064,2479.25232288248
C02504,59,121402.444619541,2057.66855287357
C02505,54,98625.6444741461,1826.4008235953
C02506,61,120385.856344035,1973.53862859073
C02507,46,107246.368909523,2331.44280238093
C02508,42,109899.240477361,2616.64858279431
C02509,42,65161.1918739859,1551.45694938062
C02510,43,61540.6232569415,1431.17728504515
C02511,44,125074.376067365,2842.59945607647
C02512,58,158241.840048121,2728.30758703657
C02513,59,92631.4126316546,1570.0239429094
C02514,38,103670.792519824,2728.17875052169
C02515,46,133857.642025588,2909.9487396867
C02516,46,133924.040906098,2911.39219361082
C02517,63,152126.96739871,2414.7137682335
C02518,53,106112.392003438,2002.12060383845
C02519,40,96215.0493205539,2405.37623301385
C02520,41,121923.123999373,2973.73473169203
C02521,46,88851.247297447,1931.54885429233
C02522,53,110892.97015259,2092.3201915583
C02523,50,102902.820129601,2058.05640259202
C02524,53,97671.5348678745,1842.85914845046
C02525,47,116578.908061702,2480.40229918514
C02526,47,120662.390209957,2567.2848980842
C02527,46,81319.0964607342,1767.80644479857
C02528,62,175915.899634412,2837.35321990987
C02529,41,83258.8664509188,2030.70405977851
C02530,37,69910.0981538657,1889.46211226664
C02531,60,166369.298362008,2772.8216393668
C02532,44,112679.806020675,2560.90468228807
C02533,48,125408.297717953,2612.67286912402
C02534,58,133506.868260853,2301.8425562216
C02535,48,102439.678510463,2134.15996896799
C02536,48,124096.927588755,2585.35265809905
C02537,56,130535.155470253,2330.98491911166
C02538,45,99288.8170934535,2206.4181576323
C02539,63,139203.711038432,2209.58271489574
C02540,53,125030.094886172,2359.05839407872
C02541,53,114713.67330993,2164.40893037604
C02542,52,90245.861857603,1735.49734341544
C02543,41,86003.3773040571,2097.64334887944
C02544,43,105898.340002018,2462.75209307019
C02545,45,104104.663216573,2313.4369603683
C02546,52,78457.2461690503,1508.79319555866
C02547,42,84033.1722795252,2000.78981617917
C02548,51,127896.141058404,2507.76747173341
C02549,43,119194.538819833,2771.96601906589
C02550,59,135621.13811734,2298.66335792102
C02551,41,63272.1089881589,1543.2221704429
